street;city;zip;state;beds;baths;sq__ft;type;sale_date;price;latitude;longitude
909 SINGINGWOOD RD;SACRAMENTO;95864;CA;2;1;930;Residential;1955-02-12 05:54:41;203000;38.581471;-121.38839
6671 FOXWOOD CT;SACRAMENTO;95841;CA;4;2;1766;Residential;1918-07-27 19:25:39;207000;38.687943;-121.328883
8165 AYN RAND CT;SACRAMENTO;95828;CA;4;3;1940;Residential;1906-10-09 14:55:56;208000;38.468639;-121.403265
9474 VILLAGE TREE DR;ELK GROVE;95758;CA;4;2;1776;Residential;1941-06-26 13:28:42;210000;38.413947;-121.408276
7213 CALVIN DR;CITRUS HEIGHTS;95621;CA;3;1;1258;Residential;1915-11-11 23:14:12;212000;38.698154;-121.298375
8167 DERBY PARK CT;SACRAMENTO;95828;CA;4;2;1872;Residential;2017-01-13 11:35:13;213675;38.460492;-121.373379
6344 LAGUNA MIRAGE LN;ELK GROVE;95758;CA;2;2;1112;Residential;1998-10-06 03:40:48;213697;38.423963;-121.428875
2945 RED HAWK WAY;SACRAMENTO;95833;CA;4;2;1856;Residential;1935-02-10 21:02:31;215000;38.619675;-121.496903
3228 I ST;SACRAMENTO;95816;CA;4;3;1939;Residential;1913-03-20 16:27:38;215000;38.573844;-121.462839
308 ATKINSON ST;ROSEVILLE;95678;CA;3;1;998;Residential;1923-06-16 00:16:21;215100;38.746794;-121.29971
624 HOVEY WAY;ROSEVILLE;95678;CA;3;2;1758;Residential;2017-12-25 14:17:29;217500;38.756149;-121.306479
110 COPPER LEAF WAY;SACRAMENTO;95838;CA;3;2;2142;Residential;2018-07-08 12:47:43;218000;38.658466;-121.460661
7535 ALMA VISTA WAY;SACRAMENTO;95831;CA;2;1;950;Residential;1958-02-13 18:09:28;220000;38.48403;-121.507641
7423 WILSALL CT;ELK GROVE;95758;CA;4;3;1739;Residential;1979-12-26 21:52:01;221000;38.417026;-121.416821
8629 VIA ALTA WAY;ELK GROVE;95624;CA;3;2;1516;Residential;2007-10-27 20:00:35;222900;38.398245;-121.380615
3318 DAVIDSON DR;ANTELOPE;95843;CA;3;1;988;Residential;1988-03-06 09:06:31;223139;38.705753;-121.388917
913 COBDEN CT;GALT;95632;CA;4;2;1555;Residential;1908-04-19 03:45:01;225500;38.282001;-121.295902
4419 79TH ST;SACRAMENTO;95820;CA;3;2;1212;Residential;1929-11-05 06:58:17;228327;38.534827;-121.412545
3012 SPOONWOOD WAY;SACRAMENTO;95833;CA;4;2;1871;Residential;1961-11-01 03:06:40;230000;38.62478;-121.523474
8728 CRYSTAL RIVER WAY;SACRAMENTO;95828;CA;3;2;1302;Residential;1945-08-13 02:10:33;230000;38.47547;-121.380055
4709 AMBER LN Unit 1;SACRAMENTO;95841;CA;2;1;756;Condo;1998-07-30 04:05:35;230522;38.657789;-121.354994
4508 OLD DAIRY DR;ANTELOPE;95843;CA;4;3;2026;Residential;1902-10-28 22:22:42;231200;38.72286;-121.358939
312 RIVER ISLE WAY;SACRAMENTO;95831;CA;3;2;1375;Residential;1911-12-22 08:05:55;232000;38.49026;-121.550527
301 OLIVADI WAY;SACRAMENTO;95834;CA;2;2;1250;Condo;1927-04-23 11:48:44;232500;38.644406;-121.549049
5636 25TH ST;SACRAMENTO;95822;CA;3;1;1058;Residential;1984-03-31 19:35:03;233641;38.523828;-121.481139
8721 SPRUCE RIDGE WAY;ANTELOPE;95843;CA;3;2;1187;Residential;1963-04-07 10:12:19;234000;38.727657;-121.391028
7461 WINDBRIDGE DR;SACRAMENTO;95831;CA;2;2;1324;Residential;1979-02-02 15:18:07;234500;38.48797;-121.530229
8101 LEMON COVE CT;SACRAMENTO;95828;CA;4;3;1936;Residential;1940-10-15 17:14:52;235000;38.462981;-121.408288
10949 SCOTSMAN WAY;RANCHO CORDOVA;95670;CA;5;4;2382;Multi-Family;1956-08-31 16:30:45;236000;38.603686;-121.277844
617 WILLOW CREEK DR;FOLSOM;95630;CA;3;2;1427;Residential;1944-07-22 00:35:34;236073;38.679626;-121.142609
3301 PARK DR Unit 1914;SACRAMENTO;95835;CA;3;2;1678;Condo;2018-02-27 03:30:32;238000;38.665296;-121.531993
709 CIMMARON CT;GALT;95632;CA;4;2;1798;Residential;2012-01-03 12:12:56;238861;38.277177;-121.303747
3305 RIO ROCA CT;ANTELOPE;95843;CA;4;3;2652;Residential;1902-10-10 06:42:45;239700;38.725079;-121.387698
9080 BEDROCK CT;SACRAMENTO;95829;CA;4;2;1816;Residential;1999-08-23 16:40:14;240000;38.456939;-121.362965
100 TOURMALINE CIR;SACRAMENTO;95834;CA;5;3;3076;Residential;2013-04-24 03:34:27;240000;38.63437;-121.510779
6411 RED BIRCH WAY;ELK GROVE;95758;CA;4;2;1844;Residential;1918-10-30 03:39:14;241000;38.43461;-121.429316
4867 LAGUNA DR;SACRAMENTO;95823;CA;3;2;1306;Residential;1958-02-02 01:04:12;245000;38.46179;-121.445371
3662 RIVER DR;SACRAMENTO;95833;CA;4;3;2447;Residential;1921-04-29 04:24:30;246000;38.604969;-121.54255
6943 WOLFGRAM WAY;SACRAMENTO;95828;CA;4;2;1176;Residential;2011-04-18 08:21:55;247234;38.489215;-121.419546
77 RINETTI WAY;RIO LINDA;95673;CA;4;2;1182;Residential;1915-05-05 17:12:49;247480;38.687021;-121.463151
1316 I ST;RIO LINDA;95673;CA;3;1;1160;Residential;1930-07-09 05:47:12;249862;38.683674;-121.435204
2130 CATHERWOOD WAY;SACRAMENTO;95835;CA;3;2;1424;Residential;1998-12-14 08:24:35;251000;38.675506;-121.510987
8304 JUGLANS DR;ORANGEVALE;95662;CA;4;2;1574;Residential;1989-06-20 15:33:54;252155;38.691829;-121.249033
5308 MARBURY WAY;ANTELOPE;95843;CA;3;2;1830;Residential;1952-12-04 11:34:18;254172;38.710221;-121.341707
9182 LAKEMONT DR;ELK GROVE;95624;CA;4;2;1724;Residential;1912-09-01 08:36:11;258000;38.451353;-121.358776
2231 COUNTRY VILLA CT;AUBURN;95603;CA;2;2;1255;Condo;1916-03-09 14:50:34;260000;38.931671;-121.097862
8491 CRYSTAL WALK CIR;ELK GROVE;95758;CA;0;0;0;Residential;2018-03-17 12:41:00;261000;38.416916;-121.407554
361 MAHONIA CIR;SACRAMENTO;95835;CA;4;3;2175;Residential;1915-09-01 00:02:00;261000;38.676172;-121.509761
3427 LA CADENA WAY;SACRAMENTO;95835;CA;4;2;1904;Residential;1962-03-03 15:19:03;261000;38.681194;-121.537351
955 BIG SUR CT;EL DORADO HILLS;95762;CA;4;2;1808;Residential;1971-04-04 12:33:45;262500;38.664347;-121.076529
11826 DIONYSUS WAY;RANCHO CORDOVA;95742;CA;4;2;2711;Residential;1924-05-28 11:48:13;266000;38.551046;-121.239411
5847 DEL CAMPO LN;CARMICHAEL;95608;CA;3;1;1713;Residential;1976-07-27 12:16:59;266000;38.671995;-121.324339
5635 FOXVIEW WAY;ELK GROVE;95757;CA;3;2;1457;Residential;1950-02-03 19:15:48;270000;38.395256;-121.438249
10372 VIA CINTA CT;ELK GROVE;95757;CA;4;3;2724;Residential;1968-03-03 03:57:06;274425;38.380089;-121.428186
6286 LONETREE BLVD;ROCKLIN;95765;CA;0;0;0;Residential;1977-07-10 16:05:11;274500;38.805036;-121.293608
7744 SOUTHBREEZE DR;SACRAMENTO;95828;CA;3;2;1468;Residential;2006-07-13 00:19:37;275336;38.476932;-121.378349
2242 ABLE WAY;SACRAMENTO;95835;CA;4;3;2550;Residential;1936-07-31 02:08:35;277980;38.666074;-121.509743
1042 STARBROOK DR;GALT;95632;CA;4;2;1928;Residential;1908-08-12 16:38:22;280000;38.285611;-121.293063
1219 G ST;SACRAMENTO;95814;CA;3;3;1922;Residential;2015-01-09 09:39:31;284686;38.582818;-121.489096
6220 OPUS CT;CITRUS HEIGHTS;95621;CA;3;2;1343;Residential;1997-04-12 00:01:04;284893;38.715853;-121.317095
5419 HAVENHURST CIR;ROCKLIN;95677;CA;3;2;1510;Residential;1981-06-18 08:19:39;285000;38.786746;-121.209957
220 OLD AIRPORT RD;AUBURN;95603;CA;2;2;960;Multi-Family;1988-01-30 04:39:59;285000;38.939802;-121.054575
4622 MEYER WAY;CARMICHAEL;95608;CA;4;2;1559;Residential;2013-12-15 07:38:49;285000;38.64913;-121.310667
4885 SUMMIT VIEW DR;EL DORADO;95623;CA;3;2;1624;Residential;1982-07-21 06:59:54;289000;38.673285;-120.879176
26 JEANROSS CT;SACRAMENTO;95832;CA;5;3;2992;Residential;1981-09-27 11:53:03;295000;38.473162;-121.491085
4800 MAPLEPLAIN AVE;ELK GROVE;95758;CA;4;2;2109;Residential;1972-08-31 19:17:09;296000;38.432848;-121.449237
10629 BASIE WAY;RANCHO CORDOVA;95670;CA;4;2;1524;Residential;1948-12-03 04:33:43;296056;38.579;-121.292627
8612 WILLOW GROVE WAY;SACRAMENTO;95828;CA;3;2;1248;Residential;1914-01-07 16:08:42;297359;38.464994;-121.386962
62 DE FER CIR;SACRAMENTO;95823;CA;4;2;1876;Residential;1961-04-28 07:22:39;299940;38.49254;-121.463316
2513 OLD KENMARE RD;LINCOLN;95648;CA;5;3;0;Residential;1984-06-01 10:40:39;304000;38.847396;-121.259586
3253 ABOTO WAY;RANCHO CORDOVA;95670;CA;4;3;1851;Residential;1936-11-03 11:25:07;305000;38.57727;-121.285591
3072 VILLAGE PLAZA DR;ROSEVILLE;95747;CA;0;0;0;Residential;1940-03-16 23:20:43;307000;38.773094;-121.365905
251 CHANGO CIR;SACRAMENTO;95835;CA;4;2;2218;Residential;1907-10-31 14:48:48;311328;38.68237;-121.539147
8205 WEYBURN CT;SACRAMENTO;95828;CA;3;2;1394;Residential;2005-12-21 23:36:36;313138;38.47316;-121.403893
8788 LA MARGARITA WAY;SACRAMENTO;95828;CA;3;2;1410;Residential;1995-09-10 12:07:08;316630;38.468185;-121.375694
5912 DEEPDALE WAY;ELK GROVE;95758;CA;5;3;3468;Residential;2012-07-11 22:45:45;320000;38.439565;-121.436606
4712 PISMO BEACH DR;ANTELOPE;95843;CA;5;3;2346;Residential;1910-08-04 18:02:38;320000;38.707705;-121.354153
4741 PACIFIC PARK DR;ANTELOPE;95843;CA;5;3;2347;Residential;1998-02-09 05:11:04;325000;38.709299;-121.353056
310 GROTH CIR;SACRAMENTO;95834;CA;4;2;1659;Residential;1990-07-28 21:22:58;328578;38.638764;-121.531827
6121 WILD FOX CT;ELK GROVE;95757;CA;3;3;2442;Residential;2007-02-13 05:21:35;331000;38.406758;-121.431669
12241 CANYONLANDS DR;RANCHO CORDOVA;95742;CA;0;0;0;Residential;1930-10-27 08:41:32;331500;38.557293;-121.217611
29 COOL FOUNTAIN CT;SACRAMENTO;95833;CA;4;2;2155;Residential;1915-12-15 06:17:01;340000;38.606906;-121.54132
907 RIO ROBLES AVE;SACRAMENTO;95838;CA;0;0;0;Residential;1921-09-08 22:16:30;344755;38.664765;-121.445006
8909 BILLFISH WAY;SACRAMENTO;95828;CA;3;2;1810;Residential;1984-09-05 18:56:06;345746;38.475433;-121.372584
6232 GUS WAY;ELK GROVE;95757;CA;4;2;2789;Residential;1937-07-30 15:12:22;351000;38.388129;-121.43117
200 OAKWILDE ST;GALT;95632;CA;4;2;1606;Residential;1951-01-08 02:23:06;353767;38.2535;-121.31812
1033 PARK STREAM DR;GALT;95632;CA;0;0;0;Residential;1996-09-16 06:11:45;355000;38.287785;-121.289903
200 ALLAIRE CIR;SACRAMENTO;95835;CA;4;2;2166;Residential;1929-10-21 17:11:36;356035;38.68318;-121.53484
1322 SUTTER WALK;SACRAMENTO;95816;CA;0;0;0;Condo;1952-05-04 15:23:00;360000;38.53805;-121.5047
5479 NICKMAN WAY;SACRAMENTO;95835;CA;4;2;1871;Residential;1990-12-20 03:48:13;360552;38.672966;-121.502748
2103 BURBERRY WAY;SACRAMENTO;95835;CA;3;2;1800;Residential;1994-11-30 17:44:37;362305;38.67342;-121.508542
2450 SAN JOSE WAY;SACRAMENTO;95817;CA;3;1;1683;Residential;1900-01-17 01:24:18;365000;38.553596;-121.459483
7641 ROSEHALL DR;ROSEVILLE;95678;CA;3;2;0;Residential;1966-01-11 02:11:02;367554;38.791617;-121.286147
1336 LAYSAN TEAL DR;ROSEVILLE;95747;CA;0;0;0;Residential;1941-05-20 03:57:50;368500;38.796121;-121.319963
2802 BLACK OAK DR;ROCKLIN;95765;CA;2;2;1596;Residential;1953-12-06 11:15:49;370000;38.837006;-121.232024
2113 FALL TRAIL CT;PLACERVILLE;95667;CA;4;2;0;Residential;1970-02-18 09:06:15;371086;38.733155;-120.748039
10112 LAMBEAU CT;ELK GROVE;95757;CA;3;2;1179;Residential;1926-04-23 03:09:43;378000;38.390328;-121.448022
6313 CASTRO VERDE WAY;ELK GROVE;95757;CA;0;0;0;Residential;1915-09-02 17:50:21;383000;38.381102;-121.42901
3622 CURTIS DR;SACRAMENTO;95818;CA;3;1;1639;Residential;1969-02-23 07:18:07;388000;38.541735;-121.480098
11817 OPAL RIDGE WAY;RANCHO CORDOVA;95742;CA;5;3;3281;Residential;1914-05-15 00:59:59;395100;38.551083;-121.237476
170 LAGOMARSINO WAY;SACRAMENTO;95819;CA;3;2;1697;Residential;1911-07-16 04:01:44;400000;38.574894;-121.435806
2743 DEAKIN PL;EL DORADO HILLS;95762;CA;3;2;0;Residential;1939-09-10 23:42:56;400000;38.69288;-121.073551
3361 ALDER CANYON WAY;ANTELOPE;95843;CA;4;3;2085;Residential;1975-05-14 05:35:19;408431;38.727649;-121.385656
2148 RANCH VIEW DR;ROCKLIN;95765;CA;0;0;0;Residential;1931-08-06 17:52:33;413000;38.837455;-121.289337
398 LINDLEY DR;SACRAMENTO;95815;CA;4;2;1744;Multi-Family;1984-11-07 08:49:22;416767;38.622359;-121.457582
3013 BRIDLEWOOD DR;EL DORADO HILLS;95762;CA;4;3;0;Residential;1948-01-05 01:51:32;420000;38.675519;-121.015862
169 BAURER CIR;FOLSOM;95630;CA;4;3;1939;Residential;2000-08-19 15:47:24;423000;38.66695;-121.120729
2809 LOON CT;CAMERON PARK;95682;CA;4;2;0;Residential;1920-01-14 18:16:18;423000;38.687072;-121.004729
1315 KONDOS AVE;SACRAMENTO;95814;CA;2;3;1788;Residential;1960-05-17 19:24:14;427500;38.571943;-121.492106
4966 CHARTER RD;ROCKLIN;95765;CA;3;2;1691;Residential;1964-07-29 16:46:05;430922;38.82553;-121.254698
9516 LAGUNA LAKE WAY;ELK GROVE;95758;CA;4;2;2002;Residential;1982-02-06 01:39:26;445000;38.411258;-121.431348
5201 BLOSSOM RANCH DR;ELK GROVE;95757;CA;4;4;4303;Residential;1933-12-21 14:18:19;450000;38.399436;-121.444041
3027 PALMATE WAY;SACRAMENTO;95834;CA;5;3;4246;Residential;1972-10-05 17:50:43;452000;38.628955;-121.529269
500 WINCHESTER CT;ROSEVILLE;95661;CA;3;2;2274;Residential;1989-02-25 04:34:41;470000;38.73988;-121.248929
5746 GELSTON WAY;EL DORADO HILLS;95762;CA;4;3;0;Residential;1993-08-25 08:03:04;471000;38.677015;-121.034083
6935 ELM TREE LN;ORANGEVALE;95662;CA;4;4;3056;Residential;1988-02-24 07:24:47;475000;38.693041;-121.23294
9605 GOLF COURSE LN;ELK GROVE;95758;CA;3;3;2503;Residential;1955-06-28 17:35:50;484500;38.409689;-121.446059
719 BAYWOOD CT;EL DORADO HILLS;95762;CA;5;3;0;Residential;2018-01-22 23:35:17;487500;38.647598;-121.077801
5954 TANUS CIR;ROCKLIN;95677;CA;3;3;0;Residential;1998-11-11 10:11:46;488750;38.777585;-121.2036
100 CHELSEA CT;FOLSOM;95630;CA;3;2;1905;Residential;1992-10-21 21:46:56;500000;38.69435;-121.177259
1500 ORANGE HILL LN;PENRYN;95663;CA;3;2;1320;Residential;1984-08-10 18:57:52;506688;38.862708;-121.162092
408 KIRKWOOD CT;LINCOLN;95648;CA;2;2;0;Residential;1944-10-21 12:45:51;512000;38.861615;-121.26869
1732 TUSCAN GROVE CIR;ROSEVILLE;95747;CA;5;3;0;Residential;1981-03-24 03:17:27;520000;38.796683;-121.342555
2049 EMPIRE MINE CIR;GOLD RIVER;95670;CA;4;2;3037;Residential;1977-07-04 04:55:39;528000;38.629299;-121.249021
9360 MAGOS RD;WILTON;95693;CA;5;2;3741;Residential;1988-04-20 05:24:32;579093;38.416809;-121.240628
104 CATLIN CT;FOLSOM;95630;CA;4;3;2660;Residential;1973-03-11 21:05:49;636000;38.684459;-121.145935
4734 GIBBONS DR;CARMICHAEL;95608;CA;4;3;3357;Residential;2017-04-09 01:24:23;668365;38.63558;-121.353639
4629 DORCHESTER LN;GRANITE BAY;95746;CA;5;3;2896;Residential;1984-04-15 03:31:06;676200;38.723545;-121.216025
2400 COUNTRYSIDE DR;PLACERVILLE;95667;CA;3;2;2025;Residential;1956-04-10 22:48:49;677048;38.737452;-120.910963
12901 FURLONG DR;WILTON;95693;CA;5;3;3788;Residential;2000-02-19 10:09:29;691659;38.413535;-121.188211
6222 CALLE MONTALVO CIR;GRANITE BAY;95746;CA;5;3;3670;Residential;1977-12-28 00:32:55;760000;38.779435;-121.146676
20 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1975-02-13 16:30:55;4897;38.885327;-121.289412
24 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1989-06-12 11:39:40;4897;38.885132;-121.289405
28 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1953-11-09 18:00:38;4897;38.884936;-121.289397
32 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1900-03-12 09:17:41;4897;38.884741;-121.28939
36 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1975-10-30 07:31:14;4897;38.884599;-121.289406
40 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1987-07-11 08:28:15;4897;38.884535;-121.289619
44 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1933-01-21 04:05:40;4897;38.88459;-121.289835
48 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;2019-11-01 23:37:06;4897;38.884667;-121.289896
52 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1913-12-04 11:36:30;4897;38.88478;-121.289911
68 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1972-04-23 06:26:54;4897;38.885236;-121.289928
72 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1918-07-27 04:49:34;4897;38.88535;-121.289926
76 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1948-03-18 01:33:29;4897;38.885464;-121.289922
80 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1983-07-21 04:18:37;4897;38.885578;-121.289919
84 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1914-01-10 05:37:59;4897;38.885692;-121.289915
88 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1964-04-07 16:08:42;4897;38.885806;-121.289911
92 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1903-09-07 21:13:53;4897;38.88592;-121.289908
96 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;2000-03-29 16:57:39;4897;38.886024;-121.289859
100 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;2019-03-07 15:37:31;4897;38.886091;-121.289744
434 1ST ST;LINCOLN;95648;CA;0;0;0;Residential;1953-10-07 18:08:19;4897;38.88653;-121.289406
3 E ST;LINCOLN;95648;CA;0;0;0;Residential;2010-04-30 22:57:09;4897;38.884692;-121.290288
11 E ST;LINCOLN;95648;CA;0;0;0;Residential;1951-07-11 23:30:54;4897;38.884879;-121.290257
19 E ST;LINCOLN;95648;CA;0;0;0;Residential;1991-03-11 18:09:43;4897;38.885017;-121.290262
27 E ST;LINCOLN;95648;CA;0;0;0;Residential;1917-08-09 03:45:06;4897;38.885173;-121.29027
35 E ST;LINCOLN;95648;CA;0;0;0;Residential;1927-06-02 11:09:19;4897;38.885328;-121.290275
43 E ST;LINCOLN;95648;CA;0;0;0;Residential;1970-03-12 19:23:48;4897;38.885483;-121.290277
51 E ST;LINCOLN;95648;CA;4;2;0;Residential;1977-10-01 00:20:46;4897;38.885638;-121.290279
59 E ST;LINCOLN;95648;CA;3;2;0;Residential;1976-01-14 17:33:53;4897;38.885794;-121.290281
75 E ST;LINCOLN;95648;CA;3;2;0;Residential;1986-02-02 09:21:29;4897;38.886104;-121.290285
63 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1930-08-14 10:37:37;4897;38.885093;-121.289932
398 1ST ST;LINCOLN;95648;CA;0;0;0;Residential;1961-07-28 13:22:20;4897;38.88653;-121.288952
386 1ST ST;LINCOLN;95648;CA;0;0;0;Residential;2008-08-21 15:32:55;4897;38.886528;-121.288869
374 1ST ST;LINCOLN;95648;CA;0;0;0;Residential;1910-12-21 18:54:32;4897;38.886525;-121.288787
116 CRYSTALWOOD WAY;LINCOLN;95648;CA;0;0;0;Residential;1900-01-11 12:25:50;4897;38.886282;-121.289586
108 CRYSTALWOOD WAY;LINCOLN;95648;CA;0;0;0;Residential;1986-03-27 00:48:35;4897;38.886282;-121.289646
100 CRYSTALWOOD WAY;LINCOLN;95648;CA;0;0;0;Residential;1940-10-31 16:24:03;4897;38.886282;-121.289706
55 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;2016-09-26 17:11:12;4897;38.884865;-121.289922
51 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1968-12-16 09:13:32;4897;38.884752;-121.289907
47 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;2015-12-01 19:11:16;4897;38.884638;-121.289893
43 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1925-04-15 21:55:26;4897;38.884568;-121.289784
39 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1912-05-10 01:53:07;4897;38.884546;-121.289562
35 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1972-10-27 11:54:01;4897;38.884645;-121.289397
31 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1964-03-20 17:41:21;4897;38.88479;-121.289392
27 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1963-08-27 15:13:56;4897;38.884985;-121.289399
23 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1967-07-14 02:58:36;4897;38.885181;-121.289406
19 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1977-08-28 20:32:54;4897;38.885376;-121.289414
15 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1992-05-12 03:43:17;4897;38.885571;-121.289421
7 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1988-07-05 20:12:47;4897;38.885962;-121.289436
7 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1976-08-17 06:07:26;4897;38.885962;-121.289436
3 CRYSTALWOOD CIR;LINCOLN;95648;CA;0;0;0;Residential;1924-11-09 23:24:19;4897;38.886093;-121.289584
8208 WOODYARD WAY;CITRUS HEIGHTS;95621;CA;3;2;1166;Residential;1907-11-05 23:54:10;30000;38.715322;-121.314787
113 RINETTI WAY;RIO LINDA;95673;CA;0;0;0;Residential;1970-01-29 00:19:32;30000;38.687172;-121.463933
15 LOORZ CT;SACRAMENTO;95823;CA;2;1;838;Residential;1966-09-04 08:39:32;55422;38.471646;-121.435158
5805 DOTMAR WAY;NORTH HIGHLANDS;95660;CA;2;1;904;Residential;1966-04-22 16:17:04;63000;38.672642;-121.380343
2332 CAMBRIDGE ST;SACRAMENTO;95815;CA;2;1;1032;Residential;1908-05-26 16:51:49;65000;38.608085;-121.449651
3812 BELDEN ST;SACRAMENTO;95838;CA;2;1;904;Residential;1987-01-25 15:19:41;65000;38.636833;-121.44164
3348 40TH ST;SACRAMENTO;95817;CA;2;1;1080;Residential;2007-09-08 18:34:07;65000;38.544162;-121.460652
127 QUASAR CIR;SACRAMENTO;95822;CA;2;2;990;Residential;1910-12-07 22:50:55;66500;38.493504;-121.475304
3812 CYPRESS ST;SACRAMENTO;95838;CA;2;1;900;Residential;2016-01-25 08:23:49;71000;38.636877;-121.444948
5821 64TH ST;SACRAMENTO;95824;CA;2;1;861;Residential;1991-06-30 12:27:56;75000;38.521202;-121.428146
8248 CENTER PKWY;SACRAMENTO;95823;CA;2;1;906;Condo;1925-02-01 19:04:43;77000;38.459002;-121.428794
1171 SONOMA AVE;SACRAMENTO;95815;CA;2;1;1011;Residential;1944-10-30 10:09:52;85000;38.6238;-121.439872
4250 ARDWELL WAY;SACRAMENTO;95823;CA;3;2;1089;Residential;1990-12-24 22:28:51;95625;38.466938;-121.455631
3104 CLAY ST;SACRAMENTO;95815;CA;2;1;832;Residential;1954-05-21 20:33:37;96140;38.62391;-121.439208
6063 LAND PARK DR;SACRAMENTO;95822;CA;2;1;800;Condo;1905-03-28 18:45:14;104250;38.517029;-121.513809
4738 OAKHOLLOW DR;SACRAMENTO;95842;CA;4;2;1292;Residential;1997-10-12 05:06:16;105000;38.679598;-121.356035
1401 STERLING ST;SACRAMENTO;95822;CA;2;1;810;Residential;1918-12-01 15:18:14;108000;38.520319;-121.504727
3715 DIDCOT CIR;SACRAMENTO;95838;CA;4;2;1064;Residential;2005-07-13 13:50:13;109000;38.635232;-121.460098
2426 RASHAWN DR;RANCHO CORDOVA;95670;CA;2;1;911;Residential;1918-01-01 18:55:54;115000;38.610852;-121.273278
4800 WESTLAKE PKWY Unit 410;SACRAMENTO;95835;CA;1;1;846;Condo;1913-07-24 17:34:53;115000;38.658812;-121.542345
3409 VIRGO ST;SACRAMENTO;95827;CA;3;2;1320;Residential;1904-04-05 00:33:21;115500;38.563402;-121.327747
1110 PINEDALE AVE;SACRAMENTO;95838;CA;3;2;1410;Residential;2005-05-03 17:57:37;115620;38.660173;-121.440216
2361 LA LOMA DR;RANCHO CORDOVA;95670;CA;3;2;1115;Residential;1917-07-04 15:52:14;116000;38.59368;-121.316054
1455 64TH AVE;SACRAMENTO;95822;CA;3;2;1169;Residential;1960-04-07 18:52:46;122000;38.492177;-121.503392
7328 SPRINGMAN ST;SACRAMENTO;95822;CA;3;2;1164;Residential;1991-07-11 00:19:37;122500;38.491991;-121.477636
119 SAINT MARIE CIR;SACRAMENTO;95823;CA;4;2;1341;Residential;1927-02-22 00:09:29;123000;38.481454;-121.446644
12 COSTA BRASE CT;SACRAMENTO;95838;CA;3;2;1219;Residential;1978-01-12 02:31:45;124000;38.655554;-121.464275
6813 SCOTER WAY;SACRAMENTO;95842;CA;4;2;1127;Residential;1986-10-30 12:58:49;124000;38.69043;-121.361035
6548 GRAYLOCK LN;NORTH HIGHLANDS;95660;CA;3;2;1272;Residential;1983-10-13 23:59:56;124413;38.686061;-121.369949
1630 GLIDDEN AVE;SACRAMENTO;95822;CA;4;2;1253;Residential;2011-02-16 23:04:37;125000;38.482717;-121.499683
7825 DALEWOODS WAY;SACRAMENTO;95828;CA;3;2;1120;Residential;1973-07-07 08:15:16;130000;38.477297;-121.411513
4073 TRESLER AVE;NORTH HIGHLANDS;95660;CA;2;2;1118;Residential;1954-08-19 21:39:48;131750;38.659016;-121.370457
4288 DYMIC WAY;SACRAMENTO;95838;CA;4;3;1890;Residential;1951-11-22 12:08:58;137721;38.646541;-121.441139
1158 SAN IGNACIO WAY;SACRAMENTO;95833;CA;3;2;1260;Residential;1983-10-20 16:47:53;137760;38.623045;-121.486279
